date,bitcoin,ethereum,solana,polkadot,avalanche-2,tron,thorchain,ripple,vechain,matic-network,chainlink,the-graph,arweave,filecoin,siacoin,ankr,render-token,uniswap,lido-dao,livepeer
2021-03-29,-0.0018683908980438035,-0.014471075607222272,0.08702127063363929,-0.01387857201907916,0.034437705982965916,-0.004411420157736878,-0.011787593853057943,0.005445704688095132,0.021838651432751988,0.033971325876797964,-0.0064416129453002124,0.2335180649092754,-0.0833988946676143,-0.05371173645248406,0.07533335469532365,-0.12798431095770035,-0.14683706088631843,-0.014276454147502338,-0.027280386839093285,-0.07048221970923285
2021-03-30,0.03421662179826357,0.07613190548574544,0.04869045980049491,0.06700649250890867,0.034098116430273606,0.019827363264128817,0.08517719585855388,0.02717129157398146,0.009488447720455984,0.11053097144018054,0.05062499158067468,-0.020587149171128583,0.06675424177484657,0.015398214269883415,0.002581992407538758,-0.014641311802390033,-0.13431957200797418,0.043001628515624946,0.01766543837184109,-0.018559946342893263
2021-03-31,0.017935298363346286,0.012471520024730065,0.015401989246282888,-0.011691125928597224,0.0007195555574448509,0.01585038506188563,0.08912864256512232,0.0013265638833379612,-0.0264701946594329,-0.03194811345572868,-0.00940203016726504,-0.0034869412540406985,-0.02727843030999144,0.17659034596295609,0.011194630100657577,0.00021803516156460034,-0.11829090780071405,-0.017095966943546315,0.4673859919391099,-0.0010973401722604859
2021-04-01,0.002535350763682276,0.041046454960566914,0.01621193947733346,0.08735081130899514,-0.032825314719113874,0.39669706695631124,0.09062524164623098,0.012794535434726306,-0.01769250328085825,-0.028789287310033607,0.0511569932912479,-0.026807588009842065,0.1571755272532971,0.26509098744513815,0.02465001666182043,-0.044540241255562774,0.14067680700217844,-0.017674879653674647,0.18670548695839995,-0.052113067389636614
2021-04-02,-0.00027507254185410446,0.02851954054163608,-0.022127037083038315,0.019957264662550322,-0.010356410064564558,-0.0626688244296757,0.06281664993570013,-0.005578012083455208,0.00922411338534701,0.013078834944770357,0.03164023748905276,0.034284838606932544,-0.02845755097930469,-0.010364768441061156,0.1135896236247671,0.04100686782176699,-0.15402385831149312,0.0238390899008869,0.047395135116897524,0.28519927744101814
2021-04-03,0.004401814285357686,0.08304135011646308,0.03583587434909985,0.0882189534530382,0.020031037949964636,0.07087272693841595,-0.006789025830017614,0.05937394870932544,0.0655032773161297,0.05049020520592551,0.07453099027585441,0.060993787711287384,-0.06100872632918497,-0.08740743735691658,0.07185934408894079,0.04801234982529712,0.026672140613396733,0.047600978956663376,0.07970294568764191,0.16434376585081112
2021-04-04,-0.033857419942641576,-0.05502761941732559,0.1449284391035548,0.0185041674257036,-0.0248091375225592,0.10185157646387055,0.08442604863936198,-0.04501223327082704,-0.0598017681702131,-0.07977334299488059,-0.09404857079700624,-0.10773608980906924,-0.050529367174410034,0.03556712397036632,-0.13919677206799963,-0.09297333379012684,-0.03219268694707189,-0.01890354164840824,0.16061626257503203,0.036557986653612096
2021-04-05,0.02047647462145874,0.03029154423535574,0.06300581436387565,0.0608710839129345,0.03741615186399838,0.2613496200783565,0.1404409366834367,0.09711789595191389,0.05124210630427317,0.027674825483743337,0.0501033322555291,0.04771782631517563,-0.027537461371421657,0.03328903242274128,0.11345625616426491,0.05372798331260076,-0.03475214793516701,0.05113322968930345,0.03261442471352782,0.09759497705064901
2021-04-06,0.008209218601639812,0.009645587813728485,-0.04495071227589831,0.030930913377563485,0.06490935741334791,0.08018139414688408,-0.05688111905493254,0.4327796045746841,0.11419450615937077,0.021022961561191877,0.05107530918940473,0.03158931402655307,0.002595249980933856,-0.03172242408514492,0.12537740639137973,-0.003605103042602975,-0.07895650543040267,-0.008931253504020353,-0.16383436855218392,-0.13071811289454194
2021-04-07,-0.010980613788445504,0.008227237451893465,0.08920213621000683,-0.04787192234846216,0.01544157096219334,-0.09795224547428216,0.013791232181673552,0.20957410566098789,0.10523888510133528,0.017533529887866495,0.07477703894061638,-0.029612422253515347,0.08560930880162188,-0.06513956126530951,-0.08966348780446987,-0.06623700547988987,-0.0015666482725470443,0.019997534386905214,-0.08731801002829476,-0.10738622701335399
